transaction_id,portfolio_id,instrument_id,counterparty_id,trade_dt,settlement_dt,transaction_type,quantity,price,gross_amount,fees_amount,net_amount,currency_code
TXN00300139,PORT003,INS0027,CP007,2026-03-24,2026-03-26,BUY,284,20.7789,5901.21,5.9,5895.31,INR
TXN00300140,PORT003,INS0017,CP006,2026-04-08,2026-04-10,SELL,350,135.6654,47482.89,64.32,47418.57,USD
TXN00300141,PORT003,INS0022,CP007,2025-07-22,2025-07-24,SELL,33,43.9993,1451.98,2.36,1449.62,USD
TXN00300142,PORT003,INS0004,CP010,2025-04-21,2025-04-23,SELL,39,41.145,1604.66,4.35,1600.31,EUR
TXN00300143,PORT003,INS0003,CP004,2025-09-19,2025-09-21,SELL,476,34.8264,16577.37,42.93,16534.44,GBP
TXN00300144,PORT003,INS0032,CP009,2026-02-10,2026-02-12,SELL,351,61.0761,21437.71,14.85,21422.86,EUR
TXN00300145,PORT003,INS0018,CP006,2025-06-11,2025-06-13,SELL,406,46.6459,18938.24,21.31,18916.93,INR
TXN00300146,PORT003,INS0050,CP012,2025-05-16,2025-05-18,BUY,422,41.1061,17346.77,13.02,17333.75,USD
TXN00300147,PORT003,INS0014,CP006,2026-01-26,2026-01-28,BUY,43,10.9212,469.61,1.3,468.31,INR
TXN00300148,PORT003,INS0014,CP010,2025-12-31,2026-01-02,SELL,208,11.7926,2452.86,5.17,2447.69,INR
TXN00300149,PORT003,INS0010,CP010,2025-07-05,2025-07-07,BUY,470,56.5882,26596.45,56.87,26539.58,INR
TXN00300150,PORT003,INS0048,CP011,2025-06-06,2025-06-08,BUY,171,27.3706,4680.37,9.42,4670.95,EUR
TXN00400001,PORT004,INS0002,CP010,2025-06-06,2025-06-08,SELL,311,35.4791,11034.0,18.94,11015.06,GBP
TXN00400002,PORT004,INS0028,CP004,2025-11-05,2025-11-07,SELL,27,46.5526,1256.92,3.26,1253.66,EUR
TXN00400003,PORT004,INS0036,CP001,2025-05-05,2025-05-07,SELL,189,29.7709,5626.7,8.57,5618.13,GBP
TXN00400004,PORT004,INS0017,CP010,2026-03-28,2026-03-30,SELL,177,136.5777,24174.25,51.95,24122.3,INR
TXN00400005,PORT004,INS0040,CP006,2025-10-08,2025-10-10,BUY,272,59.4745,16177.06,46.67,16130.39,INR
TXN00400006,PORT004,INS0048,CP004,2026-02-02,2026-02-04,BUY,341,33.7997,11525.7,10.82,11514.88,USD
TXN00400007,PORT004,INS0048,CP011,2025-06-20,2025-06-22,SELL,196,28.822,5649.11,15.68,5633.43,USD
TXN00400008,PORT004,INS0041,CP010,2025-09-24,2025-09-26,BUY,265,14.6731,3888.37,7.28,3881.09,USD
TXN00400009,PORT004,INS0050,CP006,2026-02-11,2026-02-13,BUY,116,55.1266,6394.69,14.9,6379.79,EUR
TXN00400010,PORT004,INS0049,CP010,2025-08-06,2025-08-08,SELL,103,29.7879,3068.15,3.89,3064.26,EUR
TXN00400011,PORT004,INS0003,CP011,2026-03-18,2026-03-20,SELL,304,36.7503,11172.09,9.08,11163.01,USD
TXN00400012,PORT004,INS0047,CP006,2025-06-30,2025-07-02,BUY,326,34.7983,11344.25,16.08,11328.17,EUR
TXN00400013,PORT004,INS0004,CP002,2026-02-08,2026-02-10,SELL,183,53.4284,9777.4,15.98,9761.42,EUR
TXN00400014,PORT004,INS0033,CP007,2025-11-10,2025-11-12,BUY,148,32.1237,4754.31,12.76,4741.55,INR
TXN00400015,PORT004,INS0049,CP010,2025-07-28,2025-07-30,BUY,315,29.682,9349.83,6.37,9343.46,USD
TXN00400016,PORT004,INS0035,CP009,2026-04-02,2026-04-04,SELL,227,10.911,2476.8,2.38,2474.42,USD
TXN00400017,PORT004,INS0039,CP006,2025-12-01,2025-12-03,SELL,53,6.3402,336.03,0.46,335.57,GBP
TXN00400018,PORT004,INS0022,CP005,2026-01-09,2026-01-11,BUY,61,46.3022,2824.43,2.43,2822.0,INR
TXN00400019,PORT004,INS0001,CP002,2026-01-26,2026-01-28,BUY,414,15.0518,6231.45,17.68,6213.77,GBP
TXN00400020,PORT004,INS0011,CP007,2025-07-03,2025-07-05,BUY,417,24.1456,10068.72,18.72,10050.0,USD
TXN00400021,PORT004,INS0018,CP002,2025-12-07,2025-12-09,SELL,400,55.9753,22390.12,36.47,22353.65,USD
TXN00400022,PORT004,INS0005,CP012,2025-12-11,2025-12-13,SELL,185,38.3793,7100.17,20.82,7079.35,USD
TXN00400023,PORT004,INS0038,CP006,2026-02-21,2026-02-23,SELL,414,23.039,9538.15,11.92,9526.23,USD
TXN00400024,PORT004,INS0027,CP003,2025-11-06,2025-11-08,SELL,305,17.9555,5476.43,14.39,5462.04,EUR
TXN00400025,PORT004,INS0010,CP003,2025-07-08,2025-07-10,BUY,308,56.6962,17462.43,27.26,17435.17,INR
TXN00400026,PORT004,INS0017,CP006,2025-06-23,2025-06-25,SELL,200,114.4835,22896.7,62.3,22834.4,USD
TXN00400027,PORT004,INS0023,CP012,2026-03-25,2026-03-27,BUY,181,50.0528,9059.56,23.14,9036.42,GBP
TXN00400028,PORT004,INS0042,CP008,2025-09-11,2025-09-13,BUY,255,52.3606,13351.95,21.48,13330.47,USD
TXN00400029,PORT004,INS0019,CP006,2025-09-28,2025-09-30,SELL,494,17.2087,8501.1,12.01,8489.09,USD
TXN00400030,PORT004,INS0034,CP008,2026-01-11,2026-01-13,BUY,309,57.915,17895.74,32.28,17863.46,USD
TXN00400031,PORT004,INS0034,CP002,2025-07-17,2025-07-19,SELL,151,46.3997,7006.35,20.72,6985.63,EUR
TXN00400032,PORT004,INS0029,CP011,2026-04-13,2026-04-15,BUY,374,22.2661,8327.52,20.11,8307.41,GBP
TXN00400033,PORT004,INS0014,CP009,2025-05-27,2025-05-29,BUY,317,14.2981,4532.5,11.69,4520.81,GBP
TXN00400034,PORT004,INS0001,CP001,2025-05-10,2025-05-12,SELL,358,11.0523,3956.72,3.1,3953.62,EUR
TXN00400035,PORT004,INS0033,CP002,2026-03-20,2026-03-22,BUY,413,29.7393,12282.33,28.69,12253.64,USD
TXN00400036,PORT004,INS0016,CP003,2026-03-14,2026-03-16,BUY,408,45.7882,18681.59,21.17,18660.42,GBP
TXN00400037,PORT004,INS0012,CP003,2025-04-26,2025-04-28,SELL,261,9.7726,2550.65,1.35,2549.3,GBP
TXN00400038,PORT004,INS0002,CP010,2025-09-20,2025-09-22,BUY,74,36.8266,2725.17,2.67,2722.5,EUR
TXN00400039,PORT004,INS0033,CP007,2025-06-01,2025-06-03,BUY,38,27.4198,1041.95,1.14,1040.81,USD
TXN00400040,PORT004,INS0023,CP011,2025-07-12,2025-07-14,BUY,318,51.3343,16324.31,35.65,16288.66,USD
TXN00400041,PORT004,INS0037,CP008,2025-05-19,2025-05-21,BUY,322,49.1774,15835.12,35.58,15799.54,EUR
TXN00400042,PORT004,INS0040,CP007,2025-10-03,2025-10-05,BUY,163,56.7055,9243.0,25.68,9217.32,GBP
TXN00400043,PORT004,INS0041,CP001,2025-08-23,2025-08-25,BUY,219,15.0858,3303.79,2.61,3301.18,EUR
TXN00400044,PORT004,INS0034,CP004,2025-04-23,2025-04-25,BUY,232,42.3291,9820.35,20.11,9800.24,INR
TXN00400045,PORT004,INS0040,CP001,2025-06-28,2025-06-30,SELL,258,49.3327,12727.84,23.76,12704.08,INR
TXN00400046,PORT004,INS0031,CP007,2025-10-02,2025-10-04,SELL,22,43.5824,958.81,1.18,957.63,EUR
TXN00400047,PORT004,INS0048,CP012,2025-12-19,2025-12-21,SELL,330,34.6229,11425.56,23.58,11401.98,INR
TXN00400048,PORT004,INS0041,CP010,2025-11-25,2025-11-27,SELL,375,14.7551,5533.16,15.24,5517.92,INR
TXN00400049,PORT004,INS0039,CP003,2025-08-20,2025-08-22,BUY,286,6.3919,1828.08,5.08,1823.0,INR
TXN00400050,PORT004,INS0006,CP011,2025-10-26,2025-10-28,SELL,404,24.0807,9728.6,11.94,9716.66,GBP
TXN00400051,PORT004,INS0030,CP010,2025-04-26,2025-04-28,BUY,297,45.0263,13372.81,7.01,13365.8,USD
TXN00400052,PORT004,INS0049,CP001,2026-01-13,2026-01-15,BUY,275,40.1468,11040.37,15.91,11024.46,EUR
TXN00400053,PORT004,INS0033,CP002,2025-06-24,2025-06-26,SELL,320,29.915,9572.8,21.79,9551.01,EUR
TXN00400054,PORT004,INS0014,CP004,2025-10-12,2025-10-14,BUY,323,11.858,3830.13,3.3,3826.83,EUR
TXN00400055,PORT004,INS0048,CP009,2025-12-01,2025-12-03,BUY,498,36.1629,18009.12,51.43,17957.69,INR
TXN00400056,PORT004,INS0002,CP008,2025-05-30,2025-06-01,BUY,274,36.2718,9938.47,13.95,9924.52,GBP
TXN00400057,PORT004,INS0028,CP001,2025-11-13,2025-11-15,BUY,13,46.4747,604.17,1.01,603.16,INR
TXN00400058,PORT004,INS0017,CP004,2025-09-20,2025-09-22,BUY,56,129.9322,7276.2,12.39,7263.81,INR
TXN00400059,PORT004,INS0007,CP001,2026-03-13,2026-03-15,SELL,293,54.6097,16000.64,39.47,15961.17,USD
TXN00400060,PORT004,INS0010,CP011,2026-03-05,2026-03-07,SELL,339,82.1299,27842.04,17.47,27824.57,GBP
TXN00400061,PORT004,INS0020,CP008,2025-08-01,2025-08-03,SELL,289,10.7744,3113.8,7.11,3106.69,EUR
TXN00400062,PORT004,INS0023,CP009,2026-02-23,2026-02-25,SELL,449,49.1402,22063.95,53.6,22010.35,GBP
TXN00400063,PORT004,INS0041,CP005,2025-05-06,2025-05-08,SELL,339,16.4619,5580.58,13.41,5567.17,USD
TXN00400064,PORT004,INS0009,CP003,2026-04-11,2026-04-13,SELL,281,30.3204,8520.03,13.2,8506.83,INR
TXN00400065,PORT004,INS0012,CP008,2025-06-09,2025-06-11,SELL,138,9.3088,1284.61,3.01,1281.6,INR
TXN00400066,PORT004,INS0016,CP010,2025-07-22,2025-07-24,SELL,358,44.5397,15945.21,21.71,15923.5,GBP
TXN00400067,PORT004,INS0038,CP008,2025-06-21,2025-06-23,SELL,386,20.3731,7864.02,14.86,7849.16,EUR
TXN00400068,PORT004,INS0020,CP006,2025-10-15,2025-10-17,BUY,10,10.3329,103.33,0.23,103.1,USD
TXN00400069,PORT004,INS0008,CP001,2025-07-20,2025-07-22,BUY,254,64.4678,16374.82,16.73,16358.09,INR
TXN00400070,PORT004,INS0005,CP005,2025-07-28,2025-07-30,SELL,148,45.8202,6781.39,8.7,6772.69,EUR
TXN00400071,PORT004,INS0037,CP010,2025-11-26,2025-11-28,BUY,458,50.1946,22989.13,39.0,22950.13,INR
TXN00400072,PORT004,INS0001,CP004,2026-04-15,2026-04-17,SELL,86,15.7381,1353.48,2.83,1350.65,INR
TXN00400073,PORT004,INS0043,CP004,2026-03-04,2026-03-06,BUY,19,13.428,255.13,0.72,254.41,EUR
TXN00400074,PORT004,INS0046,CP002,2025-09-20,2025-09-22,BUY,283,28.6431,8106.0,19.28,8086.72,GBP
TXN00400075,PORT004,INS0002,CP003,2025-06-23,2025-06-25,SELL,150,36.747,5512.05,9.36,5502.69,EUR
TXN00400076,PORT004,INS0015,CP005,2025-05-26,2025-05-28,BUY,475,30.3368,14409.98,41.19,14368.79,EUR
TXN00400077,PORT004,INS0013,CP002,2025-10-24,2025-10-26,SELL,421,33.9468,14291.6,14.1,14277.5,INR
TXN00400078,PORT004,INS0030,CP011,2026-04-17,2026-04-19,SELL,177,51.1481,9053.21,19.03,9034.18,USD
TXN00400079,PORT004,INS0047,CP011,2025-07-03,2025-07-05,SELL,102,35.7409,3645.57,2.13,3643.44,INR
TXN00400080,PORT004,INS0047,CP001,2025-05-26,2025-05-28,BUY,439,33.1195,14539.46,27.31,14512.15,INR
TXN00400081,PORT004,INS0008,CP012,2025-08-12,2025-08-14,SELL,453,66.6566,30195.44,37.51,30157.93,INR
TXN00400082,PORT004,INS0014,CP001,2026-03-28,2026-03-30,BUY,293,11.5306,3378.47,7.18,3371.29,EUR
TXN00400083,PORT004,INS0049,CP005,2026-03-09,2026-03-11,BUY,305,51.9236,15836.7,39.11,15797.59,USD
TXN00400084,PORT004,INS0010,CP010,2025-11-11,2025-11-13,BUY,223,69.0688,15402.34,28.37,15373.97,GBP
TXN00400085,PORT004,INS0016,CP009,2025-05-25,2025-05-27,BUY,441,45.1608,19915.91,40.61,19875.3,INR
TXN00400086,PORT004,INS0012,CP007,2025-05-29,2025-05-31,SELL,24,9.52,228.48,0.47,228.01,INR
TXN00400087,PORT004,INS0034,CP012,2026-02-06,2026-02-08,SELL,154,57.2744,8820.26,20.66,8799.6,EUR
TXN00400088,PORT004,INS0024,CP008,2026-04-03,2026-04-05,SELL,436,76.7165,33448.39,53.99,33394.4,EUR
TXN00400089,PORT004,INS0029,CP010,2025-06-19,2025-06-21,SELL,245,22.5613,5527.52,7.59,5519.93,INR
TXN00400090,PORT004,INS0028,CP012,2025-12-06,2025-12-08,SELL,474,51.1919,24264.96,57.88,24207.08,GBP
TXN00400091,PORT004,INS0001,CP004,2025-04-26,2025-04-28,BUY,475,10.6556,5061.41,11.56,5049.85,GBP
TXN00400092,PORT004,INS0043,CP001,2025-08-20,2025-08-22,BUY,57,12.7235,725.24,0.65,724.59,INR
TXN00400093,PORT004,INS0016,CP010,2025-10-19,2025-10-21,BUY,460,44.5162,20477.45,13.65,20463.8,GBP
TXN00400094,PORT004,INS0028,CP010,2025-08-02,2025-08-04,BUY,288,43.7151,12589.95,10.95,12579.0,USD
TXN00400095,PORT004,INS0003,CP009,2025-09-29,2025-10-01,SELL,387,34.4154,13318.76,37.41,13281.35,INR
TXN00400096,PORT004,INS0036,CP012,2025-05-19,2025-05-21,BUY,320,32.2773,10328.74,12.62,10316.12,USD
TXN00400097,PORT004,INS0045,CP012,2025-06-09,2025-06-11,BUY,273,6.5989,1801.5,5.22,1796.28,USD
TXN00400098,PORT004,INS0019,CP004,2025-09-02,2025-09-04,SELL,383,19.2282,7364.4,16.71,7347.69,GBP
TXN00400099,PORT004,INS0033,CP001,2025-10-16,2025-10-18,SELL,419,33.6571,14102.32,24.14,14078.18,EUR
TXN00400100,PORT004,INS0039,CP003,2025-06-19,2025-06-21,BUY,326,6.3405,2067.0,6.13,2060.87,GBP
TXN00400101,PORT004,INS0022,CP005,2025-06-09,2025-06-11,SELL,388,43.4214,16847.5,40.84,16806.66,EUR
TXN00400102,PORT004,INS0005,CP004,2026-01-22,2026-01-24,BUY,434,36.9563,16039.03,31.34,16007.69,INR
TXN00400103,PORT004,INS0039,CP003,2025-12-09,2025-12-11,SELL,145,6.1419,890.58,1.82,888.76,USD
TXN00400104,PORT004,INS0031,CP006,2026-03-26,2026-03-28,SELL,475,47.7997,22704.86,19.24,22685.62,USD
TXN00400105,PORT004,INS0044,CP012,2025-06-27,2025-06-29,BUY,86,23.7025,2038.41,5.26,2033.15,USD
TXN00400106,PORT004,INS0030,CP002,2025-12-11,2025-12-13,BUY,136,47.7044,6487.8,17.16,6470.64,GBP
TXN00400107,PORT004,INS0016,CP004,2025-10-29,2025-10-31,SELL,302,43.3873,13102.96,34.01,13068.95,USD
TXN00400108,PORT004,INS0043,CP012,2026-02-03,2026-02-05,SELL,165,12.4717,2057.83,4.83,2053.0,USD
TXN00400109,PORT004,INS0047,CP011,2025-10-29,2025-10-31,BUY,49,34.9686,1713.46,3.73,1709.73,GBP
TXN00400110,PORT004,INS0019,CP002,2025-10-09,2025-10-11,SELL,399,17.6828,7055.44,6.17,7049.27,INR
TXN00400111,PORT004,INS0013,CP003,2026-02-18,2026-02-20,BUY,218,31.7805,6928.15,7.83,6920.32,INR
TXN00400112,PORT004,INS0025,CP003,2026-04-10,2026-04-12,BUY,213,25.501,5431.71,14.05,5417.66,USD
TXN00400113,PORT004,INS0039,CP002,2026-03-05,2026-03-07,BUY,77,6.1019,469.85,0.71,469.14,INR
TXN00400114,PORT004,INS0038,CP010,2025-07-06,2025-07-08,BUY,460,21.246,9773.16,27.85,9745.31,INR
TXN00400115,PORT004,INS0023,CP005,2026-02-26,2026-02-28,SELL,292,50.3275,14695.63,15.17,14680.46,GBP
TXN00400116,PORT004,INS0023,CP012,2025-12-15,2025-12-17,BUY,461,51.3661,23679.77,38.01,23641.76,EUR
TXN00400117,PORT004,INS0037,CP003,2026-04-07,2026-04-09,SELL,133,59.4611,7908.33,13.69,7894.64,GBP
TXN00400118,PORT004,INS0031,CP012,2025-08-16,2025-08-18,BUY,489,42.6597,20860.59,20.76,20839.83,USD
TXN00400119,PORT004,INS0048,CP007,2025-07-14,2025-07-16,SELL,484,33.4407,16185.3,30.77,16154.53,INR
TXN00400120,PORT004,INS0049,CP004,2025-10-19,2025-10-21,SELL,34,33.1952,1128.64,1.52,1127.12,EUR
TXN00400121,PORT004,INS0031,CP002,2025-05-16,2025-05-18,BUY,490,37.4934,18371.77,32.31,18339.46,GBP
TXN00400122,PORT004,INS0022,CP009,2026-02-06,2026-02-08,SELL,493,48.5238,23922.23,29.36,23892.87,EUR
TXN00400123,PORT004,INS0021,CP008,2025-05-21,2025-05-23,SELL,121,49.2759,5962.38,7.61,5954.77,GBP
TXN00400124,PORT004,INS0048,CP005,2025-10-07,2025-10-09,SELL,355,37.6534,13366.96,24.99,13341.97,INR
TXN00400125,PORT004,INS0012,CP009,2025-08-22,2025-08-24,SELL,493,10.2811,5068.58,6.49,5062.09,EUR
TXN00400126,PORT004,INS0019,CP005,2025-06-01,2025-06-03,SELL,355,17.5562,6232.45,5.21,6227.24,GBP
TXN00400127,PORT004,INS0006,CP010,2026-01-08,2026-01-10,SELL,68,27.4706,1868.0,4.52,1863.48,EUR
TXN00400128,PORT004,INS0017,CP007,2025-09-26,2025-09-28,SELL,491,127.9543,62825.56,37.25,62788.31,INR
TXN00400129,PORT004,INS0006,CP001,2025-07-05,2025-07-07,BUY,478,25.7534,12310.13,27.01,12283.12,GBP
TXN00400130,PORT004,INS0044,CP007,2025-04-23,2025-04-25,SELL,328,21.9483,7199.04,16.77,7182.27,INR
TXN00400131,PORT004,INS0036,CP012,2025-05-05,2025-05-07,SELL,121,29.7709,3602.28,7.09,3595.19,INR
TXN00400132,PORT004,INS0038,CP008,2025-12-30,2026-01-01,SELL,129,23.6407,3049.65,2.06,3047.59,USD
TXN00400133,PORT004,INS0014,CP012,2025-08-31,2025-09-02,SELL,445,12.0532,5363.67,2.83,5360.84,EUR
TXN00400134,PORT004,INS0043,CP002,2026-02-18,2026-02-20,SELL,173,12.578,2175.99,2.22,2173.77,INR
TXN00400135,PORT004,INS0032,CP009,2025-11-01,2025-11-03,BUY,465,60.2332,28008.44,15.07,27993.37,EUR
TXN00400136,PORT004,INS0038,CP001,2025-10-30,2025-11-01,BUY,234,23.2133,5431.91,3.75,5428.16,GBP
TXN00400137,PORT004,INS0001,CP006,2026-03-08,2026-03-10,SELL,202,13.9994,2827.88,4.23,2823.65,EUR
TXN00400138,PORT004,INS0041,CP002,2026-04-11,2026-04-13,SELL,76,17.1526,1303.6,1.07,1302.53,INR
TXN00400139,PORT004,INS0036,CP004,2025-11-10,2025-11-12,BUY,165,29.8455,4924.51,4.62,4919.89,USD
TXN00400140,PORT004,INS0015,CP010,2025-06-30,2025-07-02,BUY,477,27.7831,13252.54,18.48,13234.06,INR
TXN00400141,PORT004,INS0014,CP012,2026-01-17,2026-01-19,BUY,280,10.8524,3038.67,2.8,3035.87,INR
TXN00400142,PORT004,INS0050,CP006,2025-10-17,2025-10-19,SELL,419,45.3013,18981.24,35.24,18946.0,INR
TXN00400143,PORT004,INS0029,CP008,2026-03-31,2026-04-02,BUY,163,20.4998,3341.47,4.15,3337.32,USD
TXN00400144,PORT004,INS0027,CP002,2025-12-22,2025-12-24,BUY,295,17.7016,5221.97,3.73,5218.24,EUR
TXN00400145,PORT004,INS0021,CP003,2025-04-20,2025-04-22,SELL,340,53.1751,18079.53,53.2,18026.33,EUR
TXN00400146,PORT004,INS0040,CP004,2025-06-02,2025-06-04,BUY,209,47.5147,9930.57,12.61,9917.96,INR
TXN00400147,PORT004,INS0005,CP010,2025-10-21,2025-10-23,SELL,36,40.6428,1463.14,4.3,1458.84,GBP
TXN00400148,PORT004,INS0030,CP011,2025-06-20,2025-06-22,BUY,427,49.909,21311.14,43.34,21267.8,EUR
TXN00400149,PORT004,INS0037,CP003,2026-01-31,2026-02-02,SELL,159,53.2891,8472.97,18.56,8454.41,USD
TXN00400150,PORT004,INS0035,CP010,2025-11-11,2025-11-13,SELL,349,10.346,3610.75,3.91,3606.84,EUR
TXN00500001,PORT005,INS0040,CP001,2026-04-03,2026-04-05,SELL,66,59.296,3913.54,4.54,3909.0,USD
TXN00500002,PORT005,INS0016,CP009,2026-02-14,2026-02-16,SELL,289,46.678,13489.94,6.93,13483.01,EUR
TXN00500003,PORT005,INS0010,CP001,2026-02-22,2026-02-24,BUY,204,80.019,16323.88,21.77,16302.11,INR
TXN00500004,PORT005,INS0044,CP005,2026-04-10,2026-04-12,BUY,468,36.2236,16952.64,28.61,16924.03,USD
TXN00500005,PORT005,INS0024,CP009,2025-09-27,2025-09-29,SELL,56,61.6165,3450.52,9.09,3441.43,EUR
TXN00500006,PORT005,INS0050,CP012,2025-10-23,2025-10-25,BUY,127,47.2663,6002.82,6.38,5996.44,GBP
TXN00500007,PORT005,INS0029,CP009,2025-12-30,2026-01-01,SELL,463,19.6797,9111.7,4.81,9106.89,USD
TXN00500008,PORT005,INS0041,CP003,2025-06-22,2025-06-24,BUY,18,16.4187,295.54,0.63,294.91,EUR
TXN00500009,PORT005,INS0017,CP011,2025-06-30,2025-07-02,BUY,267,116.9797,31233.58,63.44,31170.14,INR
TXN00500010,PORT005,INS0030,CP012,2025-05-24,2025-05-26,BUY,272,48.9554,13315.87,9.85,13306.02,GBP
TXN00500011,PORT005,INS0044,CP011,2025-09-19,2025-09-21,SELL,225,26.9087,6054.46,17.1,6037.36,GBP
TXN00500012,PORT005,INS0044,CP009,2026-01-18,2026-01-20,BUY,293,32.7889,9607.15,12.03,9595.12,EUR
TXN00500013,PORT005,INS0039,CP007,2026-04-04,2026-04-06,SELL,431,5.7523,2479.24,4.64,2474.6,INR
TXN00500014,PORT005,INS0011,CP008,2025-11-14,2025-11-16,BUY,500,22.6508,11325.4,30.48,11294.92,INR
TXN00500015,PORT005,INS0003,CP002,2026-01-04,2026-01-06,BUY,384,35.7078,13711.8,30.88,13680.92,USD
TXN00500016,PORT005,INS0003,CP009,2025-09-15,2025-09-17,BUY,178,34.4515,6132.37,5.77,6126.6,INR
TXN00500017,PORT005,INS0042,CP003,2025-11-07,2025-11-09,SELL,209,47.2937,9884.38,15.32,9869.06,EUR
TXN00500018,PORT005,INS0049,CP001,2025-06-19,2025-06-21,SELL,440,27.003,11881.32,22.24,11859.08,INR
TXN00500019,PORT005,INS0033,CP003,2025-06-12,2025-06-14,SELL,183,30.9994,5672.89,11.1,5661.79,INR
TXN00500020,PORT005,INS0014,CP003,2026-02-02,2026-02-04,BUY,395,10.9772,4335.99,8.19,4327.8,USD
TXN00500021,PORT005,INS0008,CP005,2025-12-31,2026-01-02,SELL,119,66.9535,7967.47,21.91,7945.56,EUR
TXN00500022,PORT005,INS0008,CP009,2025-12-26,2025-12-28,SELL,256,67.534,17288.7,14.75,17273.95,INR
TXN00500023,PORT005,INS0009,CP001,2025-07-12,2025-07-14,BUY,415,31.8532,13219.08,36.68,13182.4,INR
TXN00500024,PORT005,INS0039,CP006,2025-06-02,2025-06-04,SELL,376,6.3744,2396.77,1.77,2395.0,GBP
TXN00500025,PORT005,INS0050,CP003,2026-04-09,2026-04-11,BUY,383,58.1128,22257.2,26.46,22230.74,USD
TXN00500026,PORT005,INS0032,CP001,2025-09-24,2025-09-26,SELL,70,66.2498,4637.49,13.18,4624.31,GBP
TXN00500027,PORT005,INS0020,CP007,2025-08-22,2025-08-24,BUY,390,10.1731,3967.51,3.85,3963.66,EUR
TXN00500028,PORT005,INS0010,CP007,2026-04-17,2026-04-19,SELL,316,78.6051,24839.21,61.24,24777.97,GBP
TXN00500029,PORT005,INS0049,CP001,2025-12-31,2026-01-02,SELL,447,39.7482,17767.45,40.21,17727.24,GBP
TXN00500030,PORT005,INS0032,CP002,2025-06-13,2025-06-15,BUY,157,61.1585,9601.88,17.36,9584.52,GBP
TXN00500031,PORT005,INS0042,CP003,2025-05-12,2025-05-14,BUY,329,51.7315,17019.66,44.39,16975.27,INR
TXN00500032,PORT005,INS0032,CP012,2025-06-09,2025-06-11,BUY,310,61.251,18987.81,20.45,18967.36,GBP
TXN00500033,PORT005,INS0003,CP012,2025-12-13,2025-12-15,SELL,83,37.0181,3072.5,3.71,3068.79,GBP
TXN00500034,PORT005,INS0002,CP008,2025-05-06,2025-05-08,SELL,26,39.4051,1024.53,2.74,1021.79,GBP
TXN00500035,PORT005,INS0008,CP004,2026-02-17,2026-02-19,BUY,434,59.8302,25966.31,64.44,25901.87,INR
TXN00500036,PORT005,INS0019,CP011,2025-06-09,2025-06-11,BUY,165,17.6096,2905.58,3.1,2902.48,EUR
TXN00500037,PORT005,INS0027,CP012,2025-05-03,2025-05-05,BUY,400,15.7627,6305.08,18.84,6286.24,INR
TXN00500038,PORT005,INS0035,CP002,2025-12-22,2025-12-24,BUY,378,10.9073,4122.96,12.28,4110.68,INR
TXN00500039,PORT005,INS0018,CP006,2025-05-14,2025-05-16,BUY,348,49.4604,17212.22,34.45,17177.77,INR
TXN00500040,PORT005,INS0005,CP011,2025-10-02,2025-10-04,BUY,402,42.8525,17226.7,34.92,17191.78,USD
TXN00500041,PORT005,INS0041,CP004,2026-03-02,2026-03-04,BUY,494,16.7218,8260.57,12.61,8247.96,GBP
TXN00500042,PORT005,INS0005,CP010,2025-09-17,2025-09-19,BUY,55,41.928,2306.04,2.43,2303.61,INR
TXN00500043,PORT005,INS0032,CP004,2026-02-15,2026-02-17,BUY,62,61.3887,3806.1,5.76,3800.34,USD
TXN00500044,PORT005,INS0001,CP003,2026-01-22,2026-01-24,SELL,313,14.8263,4640.63,4.9,4635.73,GBP
TXN00500045,PORT005,INS0020,CP008,2026-03-10,2026-03-12,BUY,411,10.9341,4493.92,3.47,4490.45,USD
TXN00500046,PORT005,INS0009,CP004,2025-10-11,2025-10-13,BUY,390,31.1588,12151.93,34.61,12117.32,USD
TXN00500047,PORT005,INS0021,CP003,2025-11-05,2025-11-07,SELL,386,45.9802,17748.36,49.44,17698.92,INR
TXN00500048,PORT005,INS0006,CP001,2025-04-26,2025-04-28,BUY,188,29.643,5572.88,11.94,5560.94,INR
TXN00500049,PORT005,INS0050,CP001,2026-02-23,2026-02-25,BUY,185,53.2069,9843.28,15.69,9827.59,GBP
TXN00500050,PORT005,INS0046,CP006,2026-03-08,2026-03-10,SELL,122,32.9155,4015.69,9.86,4005.83,USD
TXN00500051,PORT005,INS0018,CP001,2025-07-06,2025-07-08,BUY,79,42.8837,3387.81,3.37,3384.44,GBP
TXN00500052,PORT005,INS0038,CP008,2025-07-08,2025-07-10,BUY,481,21.5725,10376.37,30.82,10345.55,EUR
TXN00500053,PORT005,INS0001,CP009,2025-07-12,2025-07-14,BUY,380,10.7605,4088.99,10.98,4078.01,EUR
TXN00500054,PORT005,INS0011,CP003,2025-06-12,2025-06-14,BUY,195,23.1451,4513.29,4.36,4508.93,GBP
TXN00500055,PORT005,INS0038,CP005,2025-06-01,2025-06-03,BUY,353,18.9885,6702.94,12.84,6690.1,INR
TXN00500056,PORT005,INS0032,CP005,2025-10-08,2025-10-10,SELL,95,69.8434,6635.12,12.31,6622.81,INR
TXN00500057,PORT005,INS0039,CP010,2025-04-28,2025-04-30,BUY,291,6.6651,1939.54,1.24,1938.3,USD
TXN00500058,PORT005,INS0037,CP010,2025-10-05,2025-10-07,SELL,411,49.3847,20297.11,29.35,20267.76,INR
